PLOTID,QuadrantID,Landscape_type,Landscape_type_2,Plot_type,Plot_type_2,Landscape_Plot,BIN_Richness,RL_Richness,BIN_Coleoptera,BIN_Diptera,BIN_Hemiptera,BIN_Hymenoptera,BIN_Lepidoptera,BIN_Orthoptera,BIN_Rest,Visit,Date start,Date end,Day start,Day end,Day mean,Duration,Biomass,Biomass_per_day,Excluded,Average_temperature,Average_humidity,Long-Term Mean Annual Precipitation,Long-Term Mean Annual Average Near Surface Temperature,point_x,point_y,Elevation
6029_3_A,6029_3,Semi-natural,a,arable field,c,a_c,465,11,31,216,24,122,49,7,6,9,12.07.2019,30.07.2019,193,211,202,18,"102,77","5,71",0,2231569518,6760355702,7714333333,8720277778,3611766271,5532408702,368
6029_3_A,6029_3,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30.07.2019,13.08.2019,211,225,218,14,"50,62","3,62",0,1997808056,7717099167,7714333333,8720277778,3611766271,5532408702,368
6029_3_F,6029_3,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,18.04.2019,30.04.2019,108,120,114,12,"21,46","1,79",0,1412619872,5727277885,7347,8920277778,3609632625,5532255192,408
6029_3_F,6029_3,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30.04.2019,14.05.2019,120,134,127,14,"21,3","1,52",0,9539316667,7536948611,7347,8920277778,3609632625,5532255192,408
6029_3_F,6029_3,Semi-natural,a,forest,a,a_a,559,18,30,281,20,164,35,2,20,5,14.05.2019,30.05.2019,134,150,142,16,"37,83","2,364375",0,1336290196,7715927696,7347,8920277778,3609632625,5532255192,408
6029_3_F,6029_3,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,30.05.2019,12.06.2019,150,163,1565,13,"55,31","4,25",0,1896235119,7219584226,7347,8920277778,3609632625,5532255192,408
6029_3_F,6029_3,Semi-natural,a,forest,a,a_a,596,15,40,299,27,138,59,3,16,7,12.06.2019,26.06.2019,163,177,170,14,"94,8","6,771428571",0,2127619167,7463882778,7347,8920277778,3609632625,5532255192,408
6029_3_F,6029_3,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26.06.2019,12.07.2019,177,193,185,16,"93,87","5,87",0,2066062745,6234081863,7347,8920277778,3609632625,5532255192,408
6029_3_F,6029_3,Semi-natural,a,forest,a,a_a,615,23,38,296,35,150,69,7,11,9,12.07.2019,30.07.2019,193,211,202,18,"88,77","4,93",0,2221157237,6741504605,7347,8920277778,3609632625,5532255192,408
6029_3_F,6029_3,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30.07.2019,13.08.2019,211,225,218,14,"44,65","3,19",0,1958295833,7810333056,7347,8920277778,3609632625,5532255192,408
6029_3_G,6029_3,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,18.04.2019,30.04.2019,108,120,114,12,"20,86","1,74",0,1249700641,642910641,7714333333,8720277778,3612131923,5532472503,366
6029_3_G,6029_3,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30.04.2019,14.05.2019,120,134,127,14,"15,06","1,08",0,8738961111,7791933611,7714333333,8720277778,3612131923,5532472503,366
6029_3_G,6029_3,Semi-natural,a,meadow,b,a_b,416,9,22,259,10,80,28,2,12,5,14.05.2019,30.05.2019,134,150,142,16,"31,68","1,98",0,1275089951,7956527206,7714333333,8720277778,3612131923,5532472503,366
6029_3_G,6029_3,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,30.05.2019,12.06.2019,150,163,1565,13,"66,3","5,1",0,1821372619,7530483333,7714333333,8720277778,3612131923,5532472503,366
6029_3_G,6029_3,Semi-natural,a,meadow,b,a_b,435,10,21,251,30,74,38,8,7,7,12.06.2019,26.06.2019,163,177,170,14,"77,9","5,56",0,2063164444,7723920278,7714333333,8720277778,3612131923,5532472503,366
6029_3_G,6029_3,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26.06.2019,12.07.2019,177,193,185,16,"129,21","8,08",0,1937627451,6765082598,7714333333,8720277778,3612131923,5532472503,366
6029_3_G,6029_3,Semi-natural,a,meadow,b,a_b,502,14,35,296,27,52,59,18,5,9,12.07.2019,30.07.2019,193,211,202,18,"159,6","8,87",0,2096119518,7222125877,7714333333,8720277778,3612131923,5532472503,366
6029_3_G,6029_3,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30.07.2019,13.08.2019,211,225,218,14,"53,49","3,82",0,1888612222,7992443333,7714333333,8720277778,3612131923,5532472503,366
6031_4_F,6031_4,Urban,c,forest,a,c_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16.04.2019,01.05.2019,106,121,1135,15,"152,25","10,15",0,134641901,5710404688,6735,9509444444,3639222143,5532908286,281
6031_4_F,6031_4,Urban,c,forest,a,c_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,01.05.2019,15.05.2019,121,135,128,14,"12,08","0,862857143",0,9118652778,753936,6735,9509444444,3639222143,5532908286,281
6031_4_F,6031_4,Urban,c,forest,a,c_a,522,6,38,292,21,130,22,0,14,5,15.05.2019,29.05.2019,135,149,142,14,"19,83","1,416428571",0,1361689167,8002065556,6735,9509444444,3639222143,5532908286,281
6031_4_F,6031_4,Urban,c,forest,a,c_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29.05.2019,13.06.2019,149,164,1565,15,"34,89","2,33",0,1870965104,73291875,6735,9509444444,3639222143,5532908286,281
6031_4_F,6031_4,Urban,c,forest,a,c_a,661,23,41,341,21,167,64,2,15,7,13.06.2019,26.06.2019,164,177,1705,13,"41,5","3,19",0,2193475298,7052377083,6735,9509444444,3639222143,5532908286,281
6031_4_F,6031_4,Urban,c,forest,a,c_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26.06.2019,13.07.2019,177,194,1855,17,"29,37","1,73",0,200752338,6261636111,6735,9509444444,3639222143,5532908286,281
6031_4_F,6031_4,Urban,c,forest,a,c_a,421,23,20,206,26,90,42,7,7,9,13.07.2019,30.07.2019,194,211,2025,17,"35,49","2,09",0,2174424769,6965859722,6735,9509444444,3639222143,5532908286,281
6031_4_F,6031_4,Urban,c,forest,a,c_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30.07.2019,14.08.2019,211,226,2185,15,"22,12","1,47",0,1901075,7976709635,6735,9509444444,3639222143,5532908286,281
6031_4_G,6031_4,Urban,c,meadow,b,c_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16.04.2019,01.05.2019,106,121,1135,15,"21,3","1,42",0,1342081771,5919236719,6704666667,9546111111,3640680912,5535165992,259
6031_4_G,6031_4,Urban,c,meadow,b,c_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,01.05.2019,15.05.2019,121,135,128,14,"7,35","0,525",0,8946294444,7743405278,6704666667,9546111111,3640680912,5535165992,259
6031_4_G,6031_4,Urban,c,meadow,b,c_b,386,14,19,234,18,91,16,1,7,5,15.05.2019,29.05.2019,135,149,142,14,"20,3","1,45",0,1389138333,798837,6704666667,9546111111,3640680912,5535165992,259
6031_4_G,6031_4,Urban,c,meadow,b,c_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29.05.2019,13.06.2019,149,164,1565,15,"25,23","1,68",0,190738125,7392968229,6704666667,9546111111,3640680912,5535165992,259
6031_4_G,6031_4,Urban,c,meadow,b,c_b,551,15,31,304,24,122,56,0,8,7,13.06.2019,26.06.2019,164,177,1705,13,36,"2,77",0,2257216667,7101304167,6704666667,9546111111,3640680912,5535165992,259
6031_4_G,6031_4,Urban,c,meadow,b,c_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26.06.2019,13.07.2019,177,194,1855,17,"34,94","2,06",0,2013927315,6532209259,6704666667,9546111111,3640680912,5535165992,259
6031_4_G,6031_4,Urban,c,meadow,b,c_b,551,19,46,278,21,126,52,16,8,9,13.07.2019,30.07.2019,194,211,2025,17,"39,36","2,32",0,2207903472,7100985417,6704666667,9546111111,3640680912,5535165992,259
6031_4_G,6031_4,Urban,c,meadow,b,c_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30.07.2019,14.08.2019,211,226,2185,15,"19,97","1,33",0,1962467708,7926796094,6704666667,9546111111,3640680912,5535165992,259
6031_4_U,6031_4,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16.04.2019,01.05.2019,106,121,1135,15,"15,18","1,01",0,1365125,5575789323,6704666667,9546111111,3640815098,5534897283,285
6031_4_U,6031_4,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,01.05.2019,15.05.2019,121,135,128,14,"3,78","0,27",0,8908966667,7397779444,6704666667,9546111111,3640815098,5534897283,285
6031_4_U,6031_4,Urban,c,settlement,d,c_d,335,6,23,207,12,73,9,0,9,5,15.05.2019,29.05.2019,135,149,142,14,"12,39","0,885",0,1380515278,7744027778,6704666667,9546111111,3640815098,5534897283,285
6031_4_U,6031_4,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29.05.2019,13.06.2019,149,164,1565,15,"25,04","1,67",0,1948823958,7063999479,6704666667,9546111111,3640815098,5534897283,285
6031_4_U,6031_4,Urban,c,settlement,d,c_d,537,10,27,270,30,136,56,5,6,7,13.06.2019,26.06.2019,164,177,1705,13,"52,6","4,05",0,2308392262,6621171429,6704666667,9546111111,3640815098,5534897283,285
6031_4_U,6031_4,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26.06.2019,13.07.2019,177,194,1855,17,"79,85","4,7",0,208310463,5825699537,6704666667,9546111111,3640815098,5534897283,285
6031_4_U,6031_4,Urban,c,settlement,d,c_d,507,7,29,283,33,95,43,1,10,9,13.07.2019,30.07.2019,194,211,2025,17,"26,4","1,55",0,2267781944,647018912,6704666667,9546111111,3640815098,5534897283,285
6031_4_U,6031_4,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30.07.2019,14.08.2019,211,226,2185,15,"20,36","1,36",0,1994590104,7421692708,6704666667,9546111111,3640815098,5534897283,285
6032_4_A,6032_4,Agricultural,b,arable field,c,b_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15.04.2019,02.05.2019,105,122,1135,17,"13,86","0,82",0,1221043519,5808923843,9252666667,8181666667,3649942847,5534530611,531
6032_4_A,6032_4,Agricultural,b,arable field,c,b_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,02.05.2019,16.05.2019,122,136,129,14,"3,19","0,23",0,7423094444,7664699444,9252666667,8181666667,3649942847,5534530611,531
6032_4_A,6032_4,Agricultural,b,arable field,c,b_c,410,5,17,253,10,101,21,0,5,5,16.05.2019,29.05.2019,136,149,1425,13,"30,39","2,337692308",0,1325838393,7887549702,9252666667,8181666667,3649942847,5534530611,531
6032_4_A,6032_4,Agricultural,b,arable field,c,b_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29.05.2019,12.06.2019,149,163,156,14,"40,12","2,865714286",0,1800380833,7095536389,9252666667,8181666667,3649942847,5534530611,531
6032_4_A,6032_4,Agricultural,b,arable field,c,b_c,507,17,31,247,23,129,64,4,5,7,12.06.2019,27.06.2019,163,178,1705,15,"83,9","5,59",0,2138748177,684242526,9252666667,8181666667,3649942847,5534530611,531
6032_4_A,6032_4,Agricultural,b,arable field,c,b_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,27.06.2019,13.07.2019,178,194,186,16,"121,46","7,59",0,19006625,6138560784,9252666667,8181666667,3649942847,5534530611,531
6032_4_A,6032_4,Agricultural,b,arable field,c,b_c,378,10,19,177,4,106,60,4,3,9,13.07.2019,31.07.2019,194,212,203,18,"86,28","4,79",0,2134694298,6613401754,9252666667,8181666667,3649942847,5534530611,531
6032_4_A,6032_4,Agricultural,b,arable field,c,b_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,31.07.2019,14.08.2019,212,226,219,14,"28,3","2,02",0,1862668333,7344159444,9252666667,8181666667,3649942847,5534530611,531
6032_4_F,6032_4,Agricultural,b,forest,a,b_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15.04.2019,02.05.2019,105,122,1135,17,"41,68","2,45",0,1231898611,5994063194,8537,8555,3652966745,5532754251,493
6032_4_F,6032_4,Agricultural,b,forest,a,b_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,02.05.2019,16.05.2019,122,136,129,14,"7,7","0,55",0,7871083333,7837148333,8537,8555,3652966745,5532754251,493
6032_4_F,6032_4,Agricultural,b,forest,a,b_a,380,5,22,216,9,107,19,1,5,5,16.05.2019,29.05.2019,136,149,1425,13,"20,62","1,586153846",0,1327633929,8235322619,8537,8555,3652966745,5532754251,493
6032_4_F,6032_4,Agricultural,b,forest,a,b_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29.05.2019,12.06.2019,149,163,156,14,"53,05","3,789285714",0,1787751944,7481045833,8537,8555,3652966745,5532754251,493
6032_4_F,6032_4,Agricultural,b,forest,a,b_a,401,7,17,246,14,84,32,3,2,7,12.06.2019,27.06.2019,163,178,1705,15,"104,3","6,95",0,213793151,6918489583,8537,8555,3652966745,5532754251,493
6032_4_F,6032_4,Agricultural,b,forest,a,b_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,27.06.2019,13.07.2019,178,194,186,16,"141,24","8,83",0,1934294363,5964022059,8537,8555,3652966745,5532754251,493
6032_4_F,6032_4,Agricultural,b,forest,a,b_a,465,13,22,268,19,83,51,6,8,9,13.07.2019,31.07.2019,194,212,203,18,"84,32","4,68",0,2119437281,6953622807,8537,8555,3652966745,5532754251,493
6032_4_F,6032_4,Agricultural,b,forest,a,b_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,31.07.2019,14.08.2019,212,226,219,14,"18,96","1,35",0,1822780556,7906215,8537,8555,3652966745,5532754251,493
6032_4_G,6032_4,Agricultural,b,meadow,b,b_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15.04.2019,02.05.2019,105,122,1135,17,"18,53","1,09",0,1290651389,5834636111,9198666667,8265,3651460248,5532538977,490
6032_4_G,6032_4,Agricultural,b,meadow,b,b_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,02.05.2019,16.05.2019,122,136,129,14,"5,21","0,37",0,8456547222,7481194444,9198666667,8265,3651460248,5532538977,490
6032_4_G,6032_4,Agricultural,b,meadow,b,b_b,453,12,30,247,13,116,38,0,7,5,16.05.2019,29.05.2019,136,149,1425,13,"25,62","1,970769231",0,1391333631,7911277679,9198666667,8265,3651460248,5532538977,490
6032_4_G,6032_4,Agricultural,b,meadow,b,b_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29.05.2019,12.06.2019,149,163,156,14,"39,22","2,801428571",0,1873696667,7195185,9198666667,8265,3651460248,5532538977,490
6032_4_G,6032_4,Agricultural,b,meadow,b,b_b,550,21,19,304,32,113,63,4,7,7,12.06.2019,27.06.2019,163,178,1705,15,92,"6,13",0,2241751302,6699170313,9198666667,8265,3651460248,5532538977,490
6032_4_G,6032_4,Agricultural,b,meadow,b,b_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,27.06.2019,13.07.2019,178,194,186,16,"166,85","10,43",0,2003198284,5781297549,9198666667,8265,3651460248,5532538977,490
6032_4_G,6032_4,Agricultural,b,meadow,b,b_b,567,25,34,278,28,122,82,10,6,9,13.07.2019,31.07.2019,194,212,203,18,"108,46","6,03",0,2198420833,6645233333,9198666667,8265,3651460248,5532538977,490
6032_4_G,6032_4,Agricultural,b,meadow,b,b_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,31.07.2019,14.08.2019,212,226,219,14,"41,3","2,95",0,1888966389,7536025,9198666667,8265,3651460248,5532538977,490
6034_2_A,6034_2,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11.04.2019,26.04.2019,101,116,1085,15,"7,82","0,52",0,109063125,5623522917,7777,84475,3674400659,554084586,415
6034_2_A,6034_2,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26.04.2019,13.05.2019,116,133,1245,17,"4,37","0,26",0,842231713,7791575231,7777,84475,3674400659,554084586,415
6034_2_A,6034_2,Semi-natural,a,arable field,c,a_c,137,1,6,93,2,29,2,0,4,5,13.05.2019,28.05.2019,133,148,1405,15,"11,35","0,756666667",0,1254559375,7611464583,7777,84475,3674400659,554084586,415
6034_2_A,6034_2,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28.05.2019,12.06.2019,148,163,1555,15,"19,12","1,27",0,1860720833,7117369792,7777,84475,3674400659,554084586,415
6034_2_A,6034_2,Semi-natural,a,arable field,c,a_c,278,3,10,154,8,71,22,6,3,7,12.06.2019,27.06.2019,163,178,1705,15,"62,8","4,19",0,2242620833,65216625,7777,84475,3674400659,554084586,415
6034_2_A,6034_2,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,27.06.2019,13.07.2019,178,194,186,16,"82,15","5,13",0,1955431863,5708864706,7777,84475,3674400659,554084586,415
6034_2_A,6034_2,Semi-natural,a,arable field,c,a_c,223,5,13,122,12,30,26,10,4,9,13.07.2019,29.07.2019,194,210,202,16,"73,26","4,58",0,2190175735,6249900245,7777,84475,3674400659,554084586,415
6034_2_A,6034_2,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29.07.2019,13.08.2019,210,225,2175,15,"60,76","4,05",0,19398,7412323958,7777,84475,3674400659,554084586,415
6034_2_F,6034_2,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11.04.2019,26.04.2019,101,116,1085,15,"13,16","0,88",0,1170505469,5241460677,7312,8681388889,3678077051,5542484775,411
6034_2_F,6034_2,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26.04.2019,13.05.2019,116,133,1245,17,"17,75","1,04",0,8606664352,7936963426,7312,8681388889,3678077051,5542484775,411
6034_2_F,6034_2,Semi-natural,a,forest,a,a_a,330,13,29,168,11,93,17,3,5,5,13.05.2019,28.05.2019,133,148,1405,15,"47,87","3,191333333",0,1262309635,7650028125,7312,8681388889,3678077051,5542484775,411
6034_2_F,6034_2,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28.05.2019,12.06.2019,148,163,1555,15,"45,58","3,04",0,1832774219,6877828385,7312,8681388889,3678077051,5542484775,411
6034_2_F,6034_2,Semi-natural,a,forest,a,a_a,386,14,22,183,6,111,47,1,9,7,12.06.2019,27.06.2019,163,178,1705,15,"59,9","3,99",0,2194595313,641459401,7312,8681388889,3678077051,5542484775,411
6034_2_F,6034_2,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,27.06.2019,13.07.2019,178,194,186,16,"53,4","3,34",0,1964287255,5538625,7312,8681388889,3678077051,5542484775,411
6034_2_F,6034_2,Semi-natural,a,forest,a,a_a,391,7,17,212,6,104,31,5,7,9,13.07.2019,29.07.2019,194,210,202,16,"33,65","2,1",0,215183652,6590269853,7312,8681388889,3678077051,5542484775,411
6034_2_F,6034_2,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29.07.2019,13.08.2019,210,225,2175,15,"35,46","2,36",0,1915472135,7735883854,7312,8681388889,3678077051,5542484775,411
6034_2_G,6034_2,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11.04.2019,26.04.2019,101,116,1085,15,"3,77","0,25",0,1067020313,5520321354,8047333333,8357222222,3674918242,5539625061,437
6034_2_G,6034_2,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26.04.2019,13.05.2019,116,133,1245,17,"2,11","0,12",0,8529263889,768207963,8047333333,8357222222,3674918242,5539625061,437
6034_2_G,6034_2,Semi-natural,a,meadow,b,a_b,249,4,13,169,3,42,17,0,3,5,13.05.2019,28.05.2019,133,148,1405,15,"10,3","0,686666667",0,1263554948,748528151,8047333333,8357222222,3674918242,5539625061,437
6034_2_G,6034_2,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28.05.2019,12.06.2019,148,163,1555,15,"27,93","1,86",0,1817498958,7079890625,8047333333,8357222222,3674918242,5539625061,437
6034_2_G,6034_2,Semi-natural,a,meadow,b,a_b,257,6,9,143,8,48,29,11,4,7,12.06.2019,27.06.2019,163,178,1705,15,"80,9","5,39",0,2183452344,6598934635,8047333333,8357222222,3674918242,5539625061,437
6034_2_G,6034_2,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,27.06.2019,13.07.2019,178,194,186,16,"72,85","4,55",0,1946192402,5677534069,8047333333,8357222222,3674918242,5539625061,437
6034_2_G,6034_2,Semi-natural,a,meadow,b,a_b,250,10,18,118,13,48,27,14,4,9,13.07.2019,29.07.2019,194,210,202,16,"67,88","4,24",0,2176549755,638106348,8047333333,8357222222,3674918242,5539625061,437
6034_2_G,6034_2,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29.07.2019,13.08.2019,210,225,2175,15,"38,35","2,56",0,1944491406,7484201042,8047333333,8357222222,3674918242,5539625061,437
6035_2_A,6035_2,Urban,c,arable field,c,c_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,03.04.2019,26.04.2019,93,116,1045,23,"11,89","0,52",0,1325480797,5094115761,7629666667,8883611111,3686722797,5542412375,348
6035_2_A,6035_2,Urban,c,arable field,c,c_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25.04.2019,10.05.2019,NA,NA,NA,NA,NA,NA,1,8915294271,7868810417,7629666667,8883611111,3686722797,5542412375,348
6035_2_A,6035_2,Urban,c,arable field,c,c_c,296,1,16,203,6,47,12,1,5,5,10.05.2019,25.05.2019,130,145,1375,15,"39,53","2,635333333",0,1208001823,7698982813,7629666667,8883611111,3686722797,5542412375,348
6035_2_A,6035_2,Urban,c,arable field,c,c_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,25.05.2019,09.06.2019,145,160,1525,15,"45,76","3,05",0,17898125,7016021615,7629666667,8883611111,3686722797,5542412375,348
6035_2_A,6035_2,Urban,c,arable field,c,c_c,260,5,9,159,5,50,22,8,5,7,09.06.2019,26.06.2019,160,177,1685,17,"96,2","5,66",0,2155464352,6988987037,7629666667,8883611111,3686722797,5542412375,348
6035_2_A,6035_2,Urban,c,arable field,c,c_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26.06.2019,11.07.2019,177,192,1845,15,"76,35","5,09",0,2072556771,5643301563,7629666667,8883611111,3686722797,5542412375,348
6035_2_A,6035_2,Urban,c,arable field,c,c_c,361,10,17,211,18,60,32,10,4,9,11.07.2019,26.07.2019,192,207,1995,15,"71,11","4,74",0,217211849,6632384896,7629666667,8883611111,3686722797,5542412375,348
6035_2_A,6035_2,Urban,c,arable field,c,c_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,26.07.2019,09.08.2019,207,221,214,14,"39,21","2,8",0,2105860556,7232661389,7629666667,8883611111,3686722797,5542412375,348
6035_2_G,6035_2,Urban,c,meadow,b,c_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,03.04.2019,26.04.2019,93,116,1045,23,"16,1","0,7",0,1353311232,4932755616,8056333333,8686666667,3689579667,5541225013,434
6035_2_G,6035_2,Urban,c,meadow,b,c_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25.04.2019,10.05.2019,NA,NA,NA,NA,NA,NA,1,8911421875,7749654427,8056333333,8686666667,3689579667,5541225013,434
6035_2_G,6035_2,Urban,c,meadow,b,c_b,330,3,16,191,13,72,22,1,14,5,10.05.2019,25.05.2019,130,145,1375,15,"13,59","0,906",0,1178669792,7764822656,8056333333,8686666667,3689579667,5541225013,434
6035_2_G,6035_2,Urban,c,meadow,b,c_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,25.05.2019,09.06.2019,145,160,1525,15,"21,57","1,44",0,1791227604,6917410677,8056333333,8686666667,3689579667,5541225013,434
6035_2_G,6035_2,Urban,c,meadow,b,c_b,238,8,7,106,14,51,44,5,6,7,09.06.2019,26.06.2019,160,177,1685,17,"55,1","3,24",0,210987338,7019059954,8056333333,8686666667,3689579667,5541225013,434
6035_2_G,6035_2,Urban,c,meadow,b,c_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26.06.2019,11.07.2019,177,192,1845,15,"29,61","1,97",0,2019882813,5447301563,8056333333,8686666667,3689579667,5541225013,434
6035_2_G,6035_2,Urban,c,meadow,b,c_b,362,9,13,192,20,71,46,6,5,9,11.07.2019,26.07.2019,192,207,1995,15,"22,03","1,47",0,2069059115,6782826042,8056333333,8686666667,3689579667,5541225013,434
6035_2_G,6035_2,Urban,c,meadow,b,c_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,26.07.2019,09.08.2019,207,221,214,14,"20,08","1,43",0,2055239722,7172762222,8056333333,8686666667,3689579667,5541225013,434
6035_2_U,6035_2,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7736333333,8778333333,3687949175,5539126012,358
6035_2_U,6035_2,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25.04.2019,10.05.2019,115,130,1225,15,"11,75","0,78",0,1030996354,7287292708,7736333333,8778333333,3687949175,5539126012,358
6035_2_U,6035_2,Urban,c,settlement,d,c_d,428,6,11,282,17,97,12,0,5,5,10.05.2019,25.05.2019,130,145,1375,15,"23,07","1,538",0,131978125,7315128646,7736333333,8778333333,3687949175,5539126012,358
6035_2_U,6035_2,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,25.05.2019,09.06.2019,145,160,1525,15,"53,73","3,58",0,1977564323,649894349,7736333333,8778333333,3687949175,5539126012,358
6035_2_U,6035_2,Urban,c,settlement,d,c_d,446,11,10,252,18,109,47,1,4,7,09.06.2019,26.06.2019,160,177,1685,17,"95,6","5,62",0,2305683565,6572353704,7736333333,8778333333,3687949175,5539126012,358
6035_2_U,6035_2,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26.06.2019,11.07.2019,177,192,1845,15,"60,92","4,06",0,2169220313,5398191146,7736333333,8778333333,3687949175,5539126012,358
6035_2_U,6035_2,Urban,c,settlement,d,c_d,536,12,31,298,33,113,37,6,7,9,11.07.2019,26.07.2019,192,207,1995,15,"46,2","3,08",0,2199566146,6554378385,7736333333,8778333333,3687949175,5539126012,358
6035_2_U,6035_2,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,26.07.2019,09.08.2019,207,221,214,14,"39,41","2,82",0,2126981389,7119309167,7736333333,8778333333,3687949175,5539126012,358
6035_3_A,6035_3,Urban,c,arable field,c,c_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,09.04.2019,25.04.2019,99,115,107,16,"14,75","0,92",0,1036561765,5850277941,7964666667,8546944444,3683607666,5532699691,423
